,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,JOHN AVALOS,0.0,13421,0.4274476081279062,2655,1786,8980,-1
1,AHSHA SAFAI,0.5627758690149698,15156,0.4827059048347028,3038,2241,9877,-1
2,MARCELO COLUSSI,1.1712915177275067,2806,0.08936874960188547,520,249,2037,-1
3,JASON CHUYUAN ZENG,3.0,15,0.0004777374355054462,1,3,11,-1
